case_id,submitted_datetime,submitted_date_key,closed_datetime,service_key,team_key,campus_key,cohort_key,lifecycle_stage_key,channel_key,requester_type,case_type,category,priority,current_status,first_response_business_hours,triage_business_hours,assignment_business_hours,resolution_business_hours,first_response_sla_breached,resolution_sla_breached,handoff_count,reopened_flag,repeat_contact_14d,first_contact_resolution_flag,complexity_weight,staff_handle_hours,estimated_cost_aud,case_summary,synthetic_label,ai_theme,ai_summary,ai_recommended_owner,ai_confidence,ai_review_status,source_extract_ts
CASE-016553,2026-07-21 11:45:00,20260721,2026-07-23 00:57:35,3,9.0,3,7,5,5,Professional Staff,Complaint,HVAC and temperature,P3,Merged Duplicate,7.05,4.89,2.31,,0,0,1,0,0,0,0.86,0.77,65.74,Service issue reported for hvac and temperature at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016554,2025-02-05 09:35:00,20250205,2025-02-07 07:10:39,2,5.0,1,4,3,1,Student,Service Request,Account access and login,P3,Resolved,3.7,1.7,4.74,24.92,0,0,0,0,0,1,1.1,1.02,63.24,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016555,2026-03-24 14:36:00,20260324,2026-03-27 17:51:50,1,4.0,1,4,4,1,Student,Service Request,Academic progression,P3,Resolved,5.18,2.02,4.05,44.04,0,1,0,0,0,1,0.9,1.16,71.92,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016556,2025-03-17 08:09:00,20250317,2025-03-21 02:29:45,1,4.0,2,2,4,1,Student,Service Request,Documents and letters,P3,Resolved,10.01,4.77,7.6,53.28,0,1,0,0,0,1,1.04,1.11,68.82,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016557,2024-10-10 11:19:00,20241010,2024-10-14 14:22:30,1,4.0,1,3,4,1,Student,Enquiry,Academic progression,P4,Resolved,4.03,2.11,11.5,62.48,0,0,0,0,0,1,0.6,0.45,27.9,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016558,2026-07-14 11:26:00,20260714,2026-07-15 10:09:11,1,4.0,3,3,3,3,Student,Complaint,Academic progression,P3,Resolved,3.34,1.44,1.04,13.07,0,0,2,0,0,0,0.99,1.53,94.86,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016559,2025-01-11 10:48:00,20250111,2025-01-12 20:07:07,1,2.0,1,2,3,4,Student,Complaint,Timetable and class allocation,P4,Resolved,8.73,6.08,5.43,17.19,0,0,2,1,1,0,0.72,2.13,132.06,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016560,2026-06-30 12:52:00,20260630,2026-07-03 06:01:18,1,4.0,2,1,3,4,Student,Service Request,Academic progression,P3,Resolved,15.7,6.64,7.07,36.26,0,0,0,0,0,1,1.19,0.55,34.1,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016561,2026-05-13 14:14:00,20260513,2026-05-18 03:50:35,3,9.0,1,3,2,1,Student,Enquiry,Study spaces,P4,Resolved,6.98,2.99,10.86,69.25,0,0,0,0,0,1,0.72,0.86,71.32,Service issue reported for study spaces at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016562,2026-01-20 20:25:00,20260120,2026-01-21 15:23:30,3,9.0,1,6,5,4,Academic Staff,Idea,Cleanliness,P3,Resolved,5.66,3.89,1.11,8.43,0,0,0,0,1,0,0.96,0.52,50.24,Service issue reported for cleanliness at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016563,2025-09-15 15:19:00,20250915,2025-09-22 04:44:52,3,9.0,1,7,5,4,Professional Staff,Enquiry,HVAC and temperature,P4,Resolved,8.39,2.07,17.87,96.18,0,1,1,0,0,0,0.73,1.22,93.64,Service issue reported for hvac and temperature at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016564,2025-08-01 14:02:00,20250801,2025-08-04 00:22:08,3,9.0,1,4,2,4,Student,Service Request,HVAC and temperature,P4,Resolved,5.6,2.2,3.33,34.27,0,0,0,0,0,1,0.72,0.42,44.04,Service issue reported for hvac and temperature at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016565,2024-11-24 15:29:00,20241124,2024-11-27 15:58:08,2,6.0,1,6,5,2,Academic Staff,Service Request,Learning platform,P4,Resolved,4.47,2.61,4.83,41.88,0,0,0,0,1,0,0.67,0.43,26.66,Unable to complete a university task because of learning platform.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016566,2025-10-01 13:34:00,20251001,2025-10-06 06:12:08,3,9.0,1,6,5,3,Academic Staff,Service Request,HVAC and temperature,P3,Resolved,11.47,2.43,5.87,67.59,0,1,0,0,0,1,0.98,0.8,67.6,Service issue reported for hvac and temperature at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016567,2026-02-20 12:11:00,20260220,2026-02-20 08:11:00,3,9.0,1,7,5,3,Professional Staff,Service Request,Security and lighting,P4,Resolved,3.31,1.56,3.05,13.38,0,0,1,0,0,0,0.66,0.72,62.64,Service issue reported for security and lighting at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016568,2025-11-25 12:04:00,20251125,2025-11-27 02:58:01,2,5.0,2,2,2,1,Student,Enquiry,Account access and login,P2,Resolved,2.47,1.38,4.41,21.91,0,1,1,0,0,0,1.84,2.23,138.26,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016569,2026-06-12 15:45:00,20260612,2026-06-15 11:23:04,2,5.0,1,5,2,3,Student,Enquiry,Device and software,P2,Resolved,9.78,3.7,4.12,38.52,1,1,0,0,0,1,1.81,1.38,85.56,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016570,2026-04-17 16:26:00,20260417,2026-04-18 19:39:42,2,5.0,2,1,3,3,Student,Service Request,Device and software,P3,Resolved,10.19,3.69,2.18,12.37,0,0,0,0,1,0,1.08,1.04,64.48,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016571,2024-11-11 12:15:00,20241111,2024-11-12 13:28:55,1,4.0,1,1,4,2,Student,Enquiry,Academic progression,P3,Resolved,11.82,4.16,3.02,14.84,0,0,1,0,0,0,0.9,1.12,69.44,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016572,2026-04-29 13:56:00,20260429,2026-05-02 14:52:38,2,5.0,1,4,3,4,Student,Service Request,Multi-factor authentication,P2,Resolved,4.65,3.32,5.5,42.04,0,1,0,0,0,1,1.48,1.49,92.38,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016573,2025-06-18 20:45:00,20250618,2025-06-20 23:40:52,1,3.0,1,2,2,3,Student,Service Request,Fees and payments,P3,Resolved,1.81,0.98,4.84,31.15,0,0,0,0,1,0,0.92,1.11,68.82,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016574,2026-03-27 13:56:00,20260327,2026-03-28 13:25:34,1,3.0,1,4,3,1,Student,Enquiry,Fees and payments,P2,Resolved,3.41,1.57,1.22,13.76,0,0,0,0,0,1,1.53,1.41,87.42,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016575,2025-07-15 08:28:00,20250715,2025-07-21 07:23:22,1,4.0,2,1,4,4,Student,Complaint,Documents and letters,P3,Resolved,9.1,2.19,9.08,88.55,0,1,1,0,0,0,0.86,1.35,83.7,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016576,2026-06-08 18:28:00,20260608,2026-06-10 06:39:55,1,3.0,1,1,2,2,Student,Service Request,Fees and payments,P2,Resolved,15.09,8.66,4.1,20.79,1,1,0,0,0,1,1.75,1.28,79.36,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016577,2026-07-14 11:57:00,20260714,2026-07-15 12:34:29,3,9.0,2,1,3,3,Student,Service Request,Study spaces,P4,Resolved,4.61,3.16,2.2,13.08,0,0,0,0,0,1,0.81,0.67,59.54,Service issue reported for study spaces at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016578,2025-03-21 09:25:00,20250321,2025-03-23 19:27:39,2,7.0,3,4,3,1,Student,Service Request,Wi-Fi and network,P4,Resolved,5.12,1.82,4.39,32.47,0,0,1,0,0,0,0.83,1.15,71.3,Unable to complete a university task because of wi-fi and network.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016579,2025-02-06 12:19:00,20250206,2025-02-09 04:57:24,2,5.0,2,7,5,3,Professional Staff,Enquiry,Account access and login,P4,Resolved,5.19,2.87,10.74,38.36,0,0,0,0,0,1,0.7,0.7,43.4,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016580,2025-08-16 12:47:00,20250816,2025-08-24 19:10:56,1,2.0,1,1,3,1,Student,Service Request,Timetable and class allocation,P3,Resolved,6.34,1.93,35.84,123.78,0,1,0,0,1,0,0.86,0.91,56.42,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016581,2025-11-17 18:26:00,20251117,2025-11-20 06:00:37,1,4.0,1,4,4,2,Student,Enquiry,Documents and letters,P1,Resolved,3.52,2.38,8.28,37.93,0,1,0,0,1,0,2.26,2.45,151.9,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016582,2025-03-06 12:01:00,20250306,2025-03-08 13:49:12,2,5.0,2,3,2,4,Student,Enquiry,Account access and login,P3,Resolved,0.94,0.64,3.26,27.87,0,0,1,0,1,0,0.93,1.3,80.6,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016583,2026-03-31 20:08:00,20260331,2026-04-01 14:40:40,2,5.0,1,1,2,2,Student,Service Request,Account access and login,P3,Resolved,6.24,3.91,3.1,11.21,0,0,0,1,0,0,0.91,1.72,106.64,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016584,2025-05-05 18:39:00,20250505,2025-05-06 19:45:43,3,10.0,1,6,5,4,Academic Staff,Complaint,Accessibility,P3,Resolved,6.03,2.13,2.83,10.39,0,0,0,1,0,0,1.05,1.33,100.46,Service issue reported for accessibility at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016585,2026-07-16 18:11:00,20260716,2026-07-18 03:28:31,1,4.0,2,1,3,1,Student,Service Request,Documents and letters,P2,Resolved,13.71,3.21,1.73,17.8,1,1,1,0,1,0,1.69,2.45,151.9,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016586,2024-12-17 09:08:00,20241217,2024-12-18 11:55:09,1,3.0,3,4,2,1,Student,Complaint,Fees and payments,P3,Resolved,3.51,1.78,2.77,17.09,0,0,0,0,1,0,1.11,0.97,60.14,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016587,2026-05-26 14:59:00,20260526,2026-05-27 18:41:51,2,5.0,1,6,5,2,Academic Staff,Service Request,Multi-factor authentication,P3,Cancelled,7.58,3.17,1.64,,0,0,0,0,0,0,0.99,1.13,70.06,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016588,2025-07-28 10:45:00,20250728,2025-07-31 04:31:10,1,2.0,1,2,2,1,Student,Service Request,Timetable and class allocation,P3,Resolved,5.62,1.58,9.46,41.4,0,1,2,0,1,0,1.01,1.29,79.98,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016589,2025-05-16 19:57:00,20250516,2025-05-17 16:14:42,3,9.0,2,3,3,1,Student,Service Request,Security and lighting,P3,Resolved,3.15,2.26,1.11,7.27,0,0,1,0,0,0,1.04,1.11,86.82,Service issue reported for security and lighting at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016590,2026-03-12 14:56:00,20260312,2026-03-15 21:31:46,1,1.0,1,2,3,1,Student,Service Request,Enrolment changes,P4,Resolved,3.47,0.87,6.16,47.7,0,0,1,0,1,0,0.79,1.29,79.98,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016591,2025-01-07 12:17:00,20250107,2025-01-08 17:20:14,2,5.0,1,4,2,1,Student,Complaint,Account access and login,P3,Resolved,8.99,6.34,1.72,17.22,0,0,0,0,0,1,1.01,0.79,48.98,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016592,2024-11-07 15:55:00,20241107,2024-11-08 06:32:57,1,1.0,1,1,1,1,Student,Service Request,Enrolment changes,P3,Resolved,4.11,1.5,1.8,7.35,0,0,1,0,1,0,1.17,1.37,84.94,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016593,2026-02-24 14:45:00,20260224,2026-02-26 22:03:54,2,5.0,1,2,3,1,Student,Service Request,Account access and login,P2,Resolved,5.08,1.78,3.71,30.65,0,1,1,0,0,0,1.54,1.98,122.76,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016594,2026-04-23 20:35:00,20260423,2026-04-30 02:07:27,1,4.0,2,1,4,1,Student,Service Request,Documents and letters,P2,Resolved,5.6,4.17,22.99,91.78,0,1,1,0,1,0,1.44,2.07,128.34,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016595,2026-01-01 17:29:00,20260101,2026-01-02 12:13:41,2,7.0,1,4,3,1,Student,Enquiry,Wi-Fi and network,P4,Resolved,2.21,1.01,2.11,11.07,0,0,0,0,0,1,0.64,0.42,26.04,Unable to complete a university task because of wi-fi and network.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016596,2024-09-06 18:20:00,20240906,2024-09-08 04:21:01,2,5.0,1,3,3,4,Student,Enquiry,Device and software,P1,Resolved,5.05,3.53,3.96,20.8,1,1,0,0,1,0,2.25,2.87,177.94,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016597,2025-10-09 19:08:00,20251009,2025-10-11 14:35:28,1,2.0,2,4,2,4,Student,Service Request,Timetable and class allocation,P3,Resolved,10.65,7.35,4.26,24.32,0,0,0,0,0,1,1.15,0.65,40.3,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016598,2026-07-14 18:48:00,20260714,2026-07-20 09:19:57,1,1.0,1,1,2,2,Student,Service Request,Enrolment changes,P3,Resolved,1.78,0.8,13.16,82.52,0,1,0,0,0,1,0.88,1.12,69.44,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016599,2025-07-16 14:59:00,20250716,2025-07-18 06:33:01,1,1.0,1,1,3,2,Student,Service Request,Enrolment changes,P3,Resolved,5.48,1.66,5.37,22.57,0,0,1,0,0,0,0.95,1.41,87.42,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016600,2024-12-05 13:56:00,20241205,2024-12-08 14:02:44,1,3.0,1,3,3,2,Student,Enquiry,Fees and payments,P3,Resolved,32.46,23.04,8.49,40.95,1,1,1,0,0,0,1.13,1.63,101.06,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
