interaction_id,case_id,interaction_datetime,channel_key,direction,requester_initiated,interaction_sequence,handle_minutes,synthetic_label
INT-0028831,CASE-014836,2025-03-17 15:46:00,1,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0028832,CASE-014836,2025-03-18 01:12:20,1,Outbound,0,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028833,CASE-014836,2025-03-18 11:44:43,3,Inbound,1,3,32,Synthetic demonstration data — not actual University of Sydney results
INT-0028834,CASE-014837,2024-11-03 09:32:00,5,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028835,CASE-014837,2024-11-10 03:53:44,1,Inbound,1,2,12,Synthetic demonstration data — not actual University of Sydney results
INT-0028836,CASE-014838,2026-03-16 08:51:00,2,Inbound,1,1,42,Synthetic demonstration data — not actual University of Sydney results
INT-0028837,CASE-014839,2025-01-16 16:14:00,1,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028838,CASE-014840,2025-06-19 13:24:00,2,Inbound,1,1,29,Synthetic demonstration data — not actual University of Sydney results
INT-0028839,CASE-014840,2025-06-19 20:47:50,1,Outbound,0,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028840,CASE-014841,2026-02-06 17:52:00,5,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0028841,CASE-014842,2025-09-24 17:38:00,5,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028842,CASE-014842,2025-09-26 12:36:51,3,Inbound,1,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028843,CASE-014843,2024-12-14 16:30:00,2,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028844,CASE-014843,2024-12-16 08:22:19,1,Inbound,1,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028845,CASE-014844,2025-07-09 08:10:00,1,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028846,CASE-014845,2025-03-11 08:55:00,1,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028847,CASE-014845,2025-03-14 01:37:41,2,Outbound,0,2,28,Synthetic demonstration data — not actual University of Sydney results
INT-0028848,CASE-014845,2025-03-18 05:56:40,2,Inbound,1,3,29,Synthetic demonstration data — not actual University of Sydney results
INT-0028849,CASE-014846,2026-07-21 09:27:00,2,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028850,CASE-014847,2024-11-07 09:26:00,4,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028851,CASE-014847,2024-11-07 20:21:45,3,Outbound,0,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028852,CASE-014848,2026-04-22 20:58:00,2,Inbound,1,1,9,Synthetic demonstration data — not actual University of Sydney results
INT-0028853,CASE-014848,2026-04-23 10:10:38,1,Outbound,0,2,13,Synthetic demonstration data — not actual University of Sydney results
INT-0028854,CASE-014849,2025-09-11 17:55:00,2,Inbound,1,1,32,Synthetic demonstration data — not actual University of Sydney results
INT-0028855,CASE-014850,2026-07-19 12:32:00,3,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028856,CASE-014850,2026-07-21 21:02:03,1,Outbound,0,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028857,CASE-014850,2026-07-22 07:54:45,2,Outbound,0,3,14,Synthetic demonstration data — not actual University of Sydney results
INT-0028858,CASE-014851,2024-12-17 17:40:00,2,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028859,CASE-014851,2024-12-19 05:46:41,4,Inbound,1,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028860,CASE-014852,2025-02-21 14:01:00,4,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0028861,CASE-014852,2025-02-21 19:22:37,3,Outbound,0,2,12,Synthetic demonstration data — not actual University of Sydney results
INT-0028862,CASE-014852,2025-02-23 07:47:59,1,Outbound,0,3,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028863,CASE-014852,2025-02-24 23:12:52,1,Outbound,0,4,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028864,CASE-014853,2026-02-25 16:27:00,2,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028865,CASE-014854,2025-03-29 10:46:00,1,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028866,CASE-014854,2025-03-29 16:30:13,3,Inbound,1,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028867,CASE-014854,2025-04-01 21:13:25,3,Outbound,0,3,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028868,CASE-014855,2025-05-12 11:07:00,5,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028869,CASE-014855,2025-05-12 21:16:51,1,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028870,CASE-014856,2025-10-31 20:37:00,1,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028871,CASE-014857,2026-06-02 16:10:00,2,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028872,CASE-014857,2026-06-03 12:33:46,4,Outbound,0,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028873,CASE-014858,2025-12-01 12:59:00,4,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028874,CASE-014859,2026-07-01 13:35:00,2,Inbound,1,1,28,Synthetic demonstration data — not actual University of Sydney results
INT-0028875,CASE-014859,2026-07-03 06:40:48,4,Outbound,0,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028876,CASE-014860,2025-09-03 12:25:00,4,Inbound,1,1,8,Synthetic demonstration data — not actual University of Sydney results
INT-0028877,CASE-014860,2025-09-04 01:26:20,4,Outbound,0,2,14,Synthetic demonstration data — not actual University of Sydney results
INT-0028878,CASE-014860,2025-09-04 05:33:59,2,Outbound,0,3,8,Synthetic demonstration data — not actual University of Sydney results
INT-0028879,CASE-014861,2025-04-27 12:51:00,2,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028880,CASE-014861,2025-04-27 23:45:45,2,Outbound,0,2,25,Synthetic demonstration data — not actual University of Sydney results
INT-0028881,CASE-014862,2024-10-10 14:18:00,1,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028882,CASE-014862,2024-10-11 00:06:28,2,Inbound,1,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028883,CASE-014862,2024-10-11 05:23:07,1,Inbound,1,3,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028884,CASE-014862,2024-10-11 09:22:36,2,Outbound,0,4,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028885,CASE-014862,2024-10-11 11:13:11,1,Outbound,0,5,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028886,CASE-014863,2025-02-20 11:20:00,1,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028887,CASE-014864,2026-03-16 08:15:00,1,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028888,CASE-014864,2026-03-17 15:53:27,2,Outbound,0,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028889,CASE-014865,2025-12-21 20:45:00,4,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0028890,CASE-014865,2025-12-23 13:30:02,1,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028891,CASE-014866,2025-04-02 16:05:00,2,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0028892,CASE-014866,2025-04-03 07:14:21,1,Outbound,0,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028893,CASE-014866,2025-04-03 21:31:43,2,Outbound,0,3,15,Synthetic demonstration data — not actual University of Sydney results
INT-0028894,CASE-014867,2025-10-27 10:24:00,4,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028895,CASE-014868,2026-06-25 11:44:00,3,Inbound,1,1,11,Synthetic demonstration data — not actual University of Sydney results
INT-0028896,CASE-014868,2026-06-25 17:05:11,1,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028897,CASE-014869,2024-12-12 17:13:00,3,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028898,CASE-014869,2024-12-13 05:15:16,3,Outbound,0,2,30,Synthetic demonstration data — not actual University of Sydney results
INT-0028899,CASE-014870,2025-03-30 08:17:00,3,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028900,CASE-014871,2025-08-27 16:59:00,2,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028901,CASE-014871,2025-08-29 05:25:01,4,Outbound,0,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028902,CASE-014872,2024-10-03 12:21:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028903,CASE-014872,2024-10-04 08:26:45,3,Outbound,0,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028904,CASE-014872,2024-10-06 03:02:18,4,Outbound,0,3,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028905,CASE-014873,2024-10-28 18:03:00,1,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0028906,CASE-014873,2024-10-30 12:19:20,1,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028907,CASE-014874,2025-05-09 12:09:00,1,Inbound,1,1,30,Synthetic demonstration data — not actual University of Sydney results
INT-0028908,CASE-014875,2025-12-24 15:05:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028909,CASE-014875,2025-12-27 21:33:02,2,Inbound,1,2,4,Synthetic demonstration data — not actual University of Sydney results
INT-0028910,CASE-014876,2026-03-13 14:57:00,1,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028911,CASE-014876,2026-03-14 06:37:51,3,Inbound,1,2,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028912,CASE-014876,2026-03-15 11:35:45,3,Outbound,0,3,13,Synthetic demonstration data — not actual University of Sydney results
INT-0028913,CASE-014877,2026-04-23 15:03:00,2,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028914,CASE-014877,2026-04-24 21:36:16,3,Outbound,0,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028915,CASE-014877,2026-04-25 18:20:19,3,Outbound,0,3,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028916,CASE-014878,2025-09-27 18:01:00,4,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028917,CASE-014878,2025-09-28 13:53:38,4,Outbound,0,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028918,CASE-014878,2025-09-28 16:52:22,1,Inbound,1,3,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028919,CASE-014879,2024-11-27 14:39:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028920,CASE-014879,2024-11-28 09:36:44,3,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028921,CASE-014879,2024-11-28 22:26:46,1,Outbound,0,3,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028922,CASE-014880,2026-07-14 11:38:00,2,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028923,CASE-014880,2026-07-14 22:45:36,1,Outbound,0,2,8,Synthetic demonstration data — not actual University of Sydney results
INT-0028924,CASE-014880,2026-07-16 02:51:29,4,Outbound,0,3,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028925,CASE-014880,2026-07-16 05:22:53,4,Outbound,0,4,8,Synthetic demonstration data — not actual University of Sydney results
INT-0028926,CASE-014881,2025-01-13 13:49:00,2,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028927,CASE-014881,2025-01-14 16:55:20,1,Outbound,0,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028928,CASE-014882,2026-03-31 19:29:00,1,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028929,CASE-014882,2026-04-01 17:08:12,2,Inbound,1,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028930,CASE-014883,2025-10-01 16:29:00,2,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0028931,CASE-014883,2025-10-01 23:02:18,1,Outbound,0,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028932,CASE-014884,2025-08-30 12:18:00,2,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028933,CASE-014884,2025-08-31 12:05:51,3,Outbound,0,2,14,Synthetic demonstration data — not actual University of Sydney results
INT-0028934,CASE-014885,2024-11-11 13:08:00,1,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028935,CASE-014885,2024-11-12 07:03:22,2,Inbound,1,2,14,Synthetic demonstration data — not actual University of Sydney results
INT-0028936,CASE-014886,2026-07-07 18:33:00,1,Inbound,1,1,32,Synthetic demonstration data — not actual University of Sydney results
INT-0028937,CASE-014887,2026-02-05 17:34:00,3,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028938,CASE-014887,2026-02-07 17:23:13,1,Outbound,0,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028939,CASE-014887,2026-02-09 04:05:11,2,Outbound,0,3,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028940,CASE-014888,2025-05-19 12:06:00,1,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028941,CASE-014888,2025-05-19 20:48:41,1,Inbound,1,2,9,Synthetic demonstration data — not actual University of Sydney results
INT-0028942,CASE-014888,2025-05-20 03:08:37,4,Outbound,0,3,26,Synthetic demonstration data — not actual University of Sydney results
