feedback_id,feedback_date,related_case_id,related_work_order_id,respondent_type,service_key,campus_key,cohort_key,feedback_type,csat_score,ces_score,feedback_theme,comment_text,response_valid,synthetic_label,feedback_date_key,csat_positive_flag
FDB-005276,2025-07-09 00:00:00,CASE-011702,,Academic Staff,2,1,6,Post-case survey,5,4,Communication,Synthetic feedback concerning communication for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250709,1
FDB-005277,2025-04-10 00:00:00,CASE-008060,,Student,2,1,1,Post-case survey,2,3,Ownership,Synthetic feedback concerning ownership for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250410,0
FDB-005278,2024-10-04 00:00:00,CASE-009043,,Student,1,1,4,Post-case survey,2,4,Clarity,Synthetic feedback concerning clarity for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20241004,0
FDB-005279,2026-08-05 00:00:00,CASE-009534,,Student,2,1,3,Post-case survey,5,4,Ownership,Synthetic feedback concerning ownership for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20260805,1
FDB-005280,2025-09-02 00:00:00,CASE-000237,,Student,1,1,3,Post-case survey,2,2,Communication,Synthetic feedback concerning communication for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20250902,0
FDB-005281,2025-09-04 00:00:00,CASE-003228,,Student,1,1,4,Post-case survey,4,3,Ease of use,Synthetic feedback concerning ease of use for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20250904,1
FDB-005282,2024-11-04 00:00:00,CASE-006594,,Student,3,1,1,Post-case survey,3,4,Clarity,Synthetic feedback concerning clarity for accessibility.,1,Synthetic demonstration data — not actual University of Sydney results,20241104,0
FDB-005283,2026-02-14 00:00:00,CASE-012808,,Professional Staff,3,1,7,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20260214,0
FDB-005284,2025-06-27 00:00:00,CASE-017108,,Student,1,2,4,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20250627,1
FDB-005285,2025-03-27 00:00:00,CASE-005516,,Student,2,1,1,Post-case survey,3,4,Communication,Synthetic feedback concerning communication for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20250327,0
FDB-005286,2024-10-27 00:00:00,CASE-001049,,Student,2,2,1,Post-case survey,3,2,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20241027,0
FDB-005287,2025-06-16 00:00:00,CASE-006059,,Student,1,1,1,Post-case survey,3,4,Clarity,Synthetic feedback concerning clarity for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250616,0
FDB-005288,2025-09-24 00:00:00,CASE-012067,,Student,1,1,2,Post-case survey,3,3,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250924,0
FDB-005289,2026-07-25 00:00:00,CASE-005229,,Professional Staff,3,1,7,Post-case survey,3,4,Communication,Synthetic feedback concerning communication for security and lighting.,1,Synthetic demonstration data — not actual University of Sydney results,20260725,0
FDB-005290,2025-08-15 00:00:00,CASE-001082,,Professional Staff,2,1,7,Post-case survey,4,2,Communication,Synthetic feedback concerning communication for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20250815,1
FDB-005291,2026-07-17 00:00:00,CASE-012443,,Student,1,1,1,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260717,1
FDB-005292,2024-10-08 00:00:00,CASE-009105,,Academic Staff,3,1,6,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20241008,0
FDB-005293,2025-07-21 00:00:00,CASE-009907,,Student,1,1,3,Post-case survey,4,3,Outcome quality,Synthetic feedback concerning outcome quality for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20250721,1
FDB-005294,2025-07-07 00:00:00,CASE-009184,,Professional Staff,2,1,7,Post-case survey,4,2,Clarity,Synthetic feedback concerning clarity for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250707,1
FDB-005295,2025-07-11 00:00:00,CASE-010155,,Student,3,2,4,Post-case survey,4,2,Waiting time,Synthetic feedback concerning waiting time for teaching room equipment.,1,Synthetic demonstration data — not actual University of Sydney results,20250711,1
FDB-005296,2026-01-08 00:00:00,CASE-002100,,Student,2,1,2,Post-case survey,4,3,Communication,Synthetic feedback concerning communication for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20260108,1
FDB-005297,2026-07-27 00:00:00,CASE-003367,,Student,1,1,5,Post-case survey,3,4,Ownership,Synthetic feedback concerning ownership for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260727,0
FDB-005298,2026-05-02 00:00:00,CASE-011286,,Student,2,1,1,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20260502,0
FDB-005299,2026-07-31 00:00:00,CASE-003795,,Student,2,3,1,Post-case survey,3,4,Outcome quality,Synthetic feedback concerning outcome quality for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20260731,0
FDB-005300,2026-03-17 00:00:00,CASE-012667,,Student,1,1,1,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260317,1
FDB-005301,2026-05-21 00:00:00,CASE-003213,,Student,1,1,3,Post-case survey,4,3,Outcome quality,Synthetic feedback concerning outcome quality for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20260521,1
FDB-005302,2024-10-26 00:00:00,CASE-010665,,Student,1,1,5,Post-case survey,5,2,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20241026,1
FDB-005303,2024-11-06 00:00:00,CASE-012916,,Student,1,2,1,Post-case survey,4,5,Ownership,Synthetic feedback concerning ownership for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20241106,1
FDB-005304,2025-08-21 00:00:00,CASE-013938,,Student,1,1,4,Post-case survey,2,1,Ownership,Synthetic feedback concerning ownership for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250821,0
FDB-005305,2025-10-31 00:00:00,CASE-012274,,Academic Staff,3,1,6,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for cleanliness.,1,Synthetic demonstration data — not actual University of Sydney results,20251031,0
FDB-005306,2026-02-19 00:00:00,CASE-004829,,Student,1,1,3,Post-case survey,3,4,Ownership,Synthetic feedback concerning ownership for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260219,0
FDB-005307,2025-03-07 00:00:00,CASE-010986,,Student,3,1,2,Post-case survey,4,5,Ease of use,Synthetic feedback concerning ease of use for cleanliness.,1,Synthetic demonstration data — not actual University of Sydney results,20250307,1
FDB-005308,2025-04-01 00:00:00,CASE-003637,,Student,3,1,5,Post-case survey,2,3,Outcome quality,Synthetic feedback concerning outcome quality for security and lighting.,1,Synthetic demonstration data — not actual University of Sydney results,20250401,0
FDB-005309,2026-05-17 00:00:00,CASE-004290,,Student,1,1,4,Post-case survey,4,5,Waiting time,Synthetic feedback concerning waiting time for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20260517,1
FDB-005310,2026-07-11 00:00:00,CASE-005594,,Student,2,1,3,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20260711,1
FDB-005311,2025-12-13 00:00:00,CASE-007228,,Student,1,1,4,Post-case survey,3,3,Clarity,Synthetic feedback concerning clarity for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20251213,0
FDB-005312,2025-07-09 00:00:00,CASE-011467,,Student,1,1,2,Post-case survey,3,4,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250709,0
FDB-005313,2024-09-15 00:00:00,CASE-014778,,Student,1,1,1,Post-case survey,5,4,Waiting time,Synthetic feedback concerning waiting time for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20240915,1
FDB-005314,2025-01-28 00:00:00,CASE-008640,,Student,1,1,3,Post-case survey,4,3,Ease of use,Synthetic feedback concerning ease of use for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20250128,1
FDB-005315,2024-10-03 00:00:00,CASE-004712,,Student,1,1,4,Post-case survey,2,2,Waiting time,Synthetic feedback concerning waiting time for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20241003,0
FDB-005316,2025-08-27 00:00:00,CASE-016309,,Student,1,1,3,Post-case survey,2,3,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250827,0
FDB-005317,2026-04-15 00:00:00,CASE-015055,,Student,3,1,1,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20260415,1
FDB-005318,2025-07-03 00:00:00,CASE-016395,,Professional Staff,3,1,7,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for security and lighting.,1,Synthetic demonstration data — not actual University of Sydney results,20250703,1
FDB-005319,2026-03-14 00:00:00,CASE-010677,,Student,3,1,4,Post-case survey,2,3,Communication,Synthetic feedback concerning communication for security and lighting.,1,Synthetic demonstration data — not actual University of Sydney results,20260314,0
FDB-005320,2026-02-04 00:00:00,CASE-002648,,Student,1,2,2,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260204,1
FDB-005321,2025-03-24 00:00:00,CASE-007509,,Student,1,1,2,Post-case survey,2,3,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250324,0
FDB-005322,2026-01-27 00:00:00,CASE-005954,,Student,1,2,4,Post-case survey,5,3,Ease of use,Synthetic feedback concerning ease of use for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260127,1
FDB-005323,2025-05-02 00:00:00,CASE-001856,,Student,3,1,1,Post-case survey,4,5,Outcome quality,Synthetic feedback concerning outcome quality for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20250502,1
FDB-005324,2025-10-03 00:00:00,CASE-003358,,Student,1,3,2,Post-case survey,3,2,Outcome quality,Synthetic feedback concerning outcome quality for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20251003,0
FDB-005325,2025-07-04 00:00:00,CASE-014891,,Student,2,1,1,Post-case survey,4,4,Communication,Synthetic feedback concerning communication for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20250704,1
FDB-005326,2024-10-18 00:00:00,CASE-005210,,Student,3,1,2,Post-case survey,5,3,Outcome quality,Synthetic feedback concerning outcome quality for security and lighting.,1,Synthetic demonstration data — not actual University of Sydney results,20241018,1
FDB-005327,2025-02-07 00:00:00,CASE-005933,,Academic Staff,3,1,6,Post-case survey,5,3,Outcome quality,Synthetic feedback concerning outcome quality for teaching room equipment.,1,Synthetic demonstration data — not actual University of Sydney results,20250207,1
FDB-005328,2025-01-11 00:00:00,CASE-000641,,Student,1,2,5,Post-case survey,5,4,Clarity,Synthetic feedback concerning clarity for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20250111,1
